cloud_cover,time,pressure_kpa,Temperature (C),wind_direction_deg,wind_speed_kmh
2,27/10/2018 10:00,1013,24,115,6
2,27/10/2018 11:00,1012,24,215,9
2,27/10/2018 12:00,1011,26,315,12
1,27/10/2018 13:00,1011,24,318,12
1,27/10/2018 14:00,1011,22,321,13
0,27/10/2018 15:00,1011,22,324,13
0,27/10/2018 16:00,1011,20,331,13
0,27/10/2018 17:00,1012,20,338,13
0,27/10/2018 18:00,1012,18,345,13
0,27/10/2018 19:00,1013,18,245,10
0,27/10/2018 20:00,1013,16,145,7
0,27/10/2018 21:00,1013,16,46,4
0,27/10/2018 22:00,1013,16,43,5
0,27/10/2018 23:00,1013,14,40,6
0,28/10/2018 0:00,1012,14,37,6
0,28/10/2018 1:00,1012,14,41,7
0,28/10/2018 2:00,1012,12,45,7
0,28/10/2018 3:00,1012,12,48,8
0,28/10/2018 4:00,1013,14,47,8
0,28/10/2018 5:00,1013,14,45,8
0,28/10/2018 6:00,1014,16,43,8
0,28/10/2018 7:00,1014,18,33,7
0,28/10/2018 8:00,1014,20,22,6
0,28/10/2018 9:00,1014,24,11,5
0,28/10/2018 10:00,1013,24,115,7
0,28/10/2018 11:00,1013,24,218,9
0,28/10/2018 12:00,1012,26,322,12
0,28/10/2018 13:00,1012,24,320,12
0,28/10/2018 14:00,1012,22,318,12
0,28/10/2018 15:00,1011,22,316,12
0,28/10/2018 16:00,1012,20,323,12
0,28/10/2018 17:00,1013,20,330,12
0,28/10/2018 18:00,1013,18,337,12
0,28/10/2018 19:00,1013,18,234,9
0,28/10/2018 20:00,1013,16,132,7
0,28/10/2018 21:00,1013,16,29,5
0,28/10/2018 22:00,1013,16,30,5
0,28/10/2018 23:00,1013,14,32,6
0,29/10/2018 0:00,1013,14,34,6
0,29/10/2018 1:00,1013,12,30,6
0,29/10/2018 2:00,1013,12,25,6
0,29/10/2018 3:00,1013,12,21,5
0,29/10/2018 4:00,1013,12,36,6
0,29/10/2018 5:00,1014,14,50,7
0,29/10/2018 6:00,1014,14,64,8
0,29/10/2018 7:00,1014,16,52,7
0,29/10/2018 8:00,1014,20,39,5
0,29/10/2018 9:00,1013,24,27,3
0,29/10/2018 10:00,1013,24,124,5
0,29/10/2018 11:00,1012,24,221,7
0,29/10/2018 12:00,1011,26,319,9
0,29/10/2018 13:00,1011,24,313,10
0,29/10/2018 14:00,1010,22,307,12
0,29/10/2018 15:00,1010,20,301,13
0,29/10/2018 16:00,1010,20,310,13
0,29/10/2018 17:00,1011,18,318,13
0,29/10/2018 18:00,1011,18,326,13
0,29/10/2018 19:00,1012,16,237,9
0,29/10/2018 20:00,1012,16,148,6
0,29/10/2018 21:00,1012,14,58,3
0,29/10/2018 22:00,1012,14,52,4
0,29/10/2018 23:00,1011,14,45,4
0,30/10/2018 0:00,1011,12,39,5
0,30/10/2018 1:00,1011,12,37,5
1,30/10/2018 2:00,1011,12,36,6
1,30/10/2018 3:00,1011,10,35,6
1,30/10/2018 4:00,1011,12,41,6
0,30/10/2018 5:00,1012,12,47,7
0,30/10/2018 6:00,1012,14,52,7
0,30/10/2018 7:00,1012,16,147,6
0,30/10/2018 8:00,1012,18,241,4
0,30/10/2018 9:00,1012,22,336,3
0,30/10/2018 10:00,1011,22,321,6
0,30/10/2018 11:00,1010,22,306,9
0,30/10/2018 12:00,1009,24,291,12
0,30/10/2018 13:00,1009,22,294,12
0,30/10/2018 14:00,1009,20,297,12
0,30/10/2018 15:00,1009,18,300,12
0,30/10/2018 16:00,1009,18,305,11
0,30/10/2018 17:00,1010,16,310,10
0,30/10/2018 18:00,1010,16,315,10
0,30/10/2018 19:00,1011,16,213,8
0,30/10/2018 20:00,1011,14,111,6
0,30/10/2018 21:00,1011,14,9,4
0,30/10/2018 22:00,1011,14,12,4
0,30/10/2018 23:00,1010,12,16,4
0,31/10/2018 0:00,1010,12,20,5
0,31/10/2018 1:00,1010,12,19,5
0,31/10/2018 2:00,1010,12,18,5
0,31/10/2018 3:00,1010,10,17,5
1,31/10/2018 4:00,1011,12,21,6
1,31/10/2018 5:00,1011,12,26,7
2,31/10/2018 6:00,1012,12,31,8
1,31/10/2018 7:00,1012,16,136,7
1,31/10/2018 8:00,1012,18,241,7
0,31/10/2018 9:00,1012,20,346,7
0,31/10/2018 10:00,1011,20,335,8
0,31/10/2018 11:00,1010,22,324,10
0,31/10/2018 12:00,1010,22,312,11
0,31/10/2018 13:00,1010,20,309,12
0,31/10/2018 14:00,1009,20,306,12
0,31/10/2018 15:00,1009,18,303,13
1,31/10/2018 16:00,1010,18,310,12
1,31/10/2018 17:00,1010,16,317,11
2,31/10/2018 18:00,1011,16,324,11
2,31/10/2018 19:00,1011,14,220,9
2,31/10/2018 20:00,1012,14,116,6
2,31/10/2018 21:00,1012,14,12,4
2,31/10/2018 22:00,1012,12,21,5
2,31/10/2018 23:00,1012,12,30,6
2,1/11/2018 0:00,1011,12,39,7
2,1/11/2018 1:00,1011,12,34,7
2,1/11/2018 2:00,1012,12,30,8
2,1/11/2018 3:00,1012,10,25,8
2,1/11/2018 4:00,1012,12,28,9
2,1/11/2018 5:00,1013,12,31,10
2,1/11/2018 6:00,1013,14,33,11
1,1/11/2018 7:00,1013,16,34,9
1,1/11/2018 8:00,1014,20,34,8
0,1/11/2018 9:00,1014,22,34,7
0,1/11/2018 10:00,1013,24,140,7
0,1/11/2018 11:00,1012,24,247,7
0,1/11/2018 12:00,1012,26,353,7
0,1/11/2018 13:00,1012,24,343,8
0,1/11/2018 14:00,1011,22,334,10
0,1/11/2018 15:00,1011,22,324,12
0,1/11/2018 16:00,1012,20,333,13
0,1/11/2018 17:00,1012,18,342,14
0,1/11/2018 18:00,1012,18,351,15
0,1/11/2018 19:00,1013,16,253,11
0,1/11/2018 20:00,1013,16,156,7
0,1/11/2018 21:00,1013,14,59,3
0,1/11/2018 22:00,1013,14,63,6
0,1/11/2018 23:00,1013,14,68,9
0,2/11/2018 0:00,1013,12,72,12
0,2/11/2018 1:00,1013,12,69,11
0,2/11/2018 2:00,1012,12,65,11
0,2/11/2018 3:00,1012,12,62,10
0,2/11/2018 4:00,1013,12,62,11
0,2/11/2018 5:00,1013,14,63,11
0,2/11/2018 6:00,1014,14,64,11
0,2/11/2018 7:00,1014,16,68,10
0,2/11/2018 8:00,1013,20,73,10
0,2/11/2018 9:00,1013,24,78,9
0,2/11/2018 10:00,1013,24,166,9
0,2/11/2018 11:00,1012,24,254,9
0,2/11/2018 12:00,1011,26,342,9
0,2/11/2018 13:00,1011,24,338,10
0,2/11/2018 14:00,1011,22,334,12
0,2/11/2018 15:00,1011,22,330,14
0,2/11/2018 16:00,1011,20,337,15
0,2/11/2018 17:00,1011,18,343,15
0,2/11/2018 18:00,1012,18,349,15
0,2/11/2018 19:00,1012,16,246,12
0,2/11/2018 20:00,1013,16,143,9
0,2/11/2018 21:00,1013,14,40,6
0,2/11/2018 22:00,1013,14,40,8
0,2/11/2018 23:00,1012,14,39,10
0,3/11/2018 0:00,1012,12,39,13
0,3/11/2018 1:00,1012,12,39,12
0,3/11/2018 2:00,1012,12,39,10
0,3/11/2018 3:00,1012,12,39,9
0,3/11/2018 4:00,1012,12,41,9
0,3/11/2018 5:00,1013,14,43,10
0,3/11/2018 6:00,1013,14,46,10
0,3/11/2018 7:00,1013,18,43,8
0,3/11/2018 8:00,1013,20,41,7
0,3/11/2018 9:00,1012,24,39,5
0,3/11/2018 10:00,1012,24,137,7
0,3/11/2018 11:00,1011,24,234,8
0,3/11/2018 12:00,1010,26,331,10
0,3/11/2018 13:00,1009,24,329,11
0,3/11/2018 14:00,1009,22,328,12
0,3/11/2018 15:00,1009,20,326,13
0,3/11/2018 16:00,1009,20,336,13
0,3/11/2018 17:00,1010,18,345,13
0,3/11/2018 18:00,1010,18,355,13
0,3/11/2018 19:00,1011,16,251,10
0,3/11/2018 20:00,1011,16,147,7
0,3/11/2018 21:00,1012,16,44,4
0,3/11/2018 22:00,1011,16,46,5
0,3/11/2018 23:00,1011,14,49,6
0,4/11/2018 0:00,1011,14,52,6
3,4/11/2018 1:00,1011,14,48,6
5,4/11/2018 2:00,1011,14,45,5
8,4/11/2018 3:00,1011,12,41,5
9,4/11/2018 4:00,1011,14,38,6
11,4/11/2018 5:00,1012,14,35,6
12,4/11/2018 6:00,1012,16,32,7
10,4/11/2018 7:00,1012,18,26,5
8,4/11/2018 8:00,1013,20,21,4
6,4/11/2018 9:00,1013,22,16,3
6,4/11/2018 10:00,1012,24,106,5
5,4/11/2018 11:00,1011,24,196,8
4,4/11/2018 12:00,1010,26,287,10
5,4/11/2018 13:00,1010,24,288,10
5,4/11/2018 14:00,1010,22,289,10
6,4/11/2018 15:00,1010,20,291,10
7,4/11/2018 16:00,1010,20,296,8
8,4/11/2018 17:00,1011,18,302,7
9,4/11/2018 18:00,1011,18,308,5
10,4/11/2018 19:00,1012,18,228,4
10,4/11/2018 20:00,1012,16,148,2
11,4/11/2018 21:00,1013,16,68,1
12,4/11/2018 22:00,1012,16,76,2
13,4/11/2018 23:00,1012,16,83,2
14,5/11/2018 0:00,1012,16,91,3
16,5/11/2018 1:00,1012,14,74,4
17,5/11/2018 2:00,1012,14,57,5
18,5/11/2018 3:00,1012,14,39,6
17,5/11/2018 4:00,1012,14,44,6
17,5/11/2018 5:00,1013,16,48,6
16,5/11/2018 6:00,1014,16,52,5
16,5/11/2018 7:00,1014,18,54,4
16,5/11/2018 8:00,1014,20,56,3
16,5/11/2018 9:00,1015,22,59,1
16,5/11/2018 10:00,1014,24,139,4
16,5/11/2018 11:00,1013,26,219,6
16,5/11/2018 12:00,1012,26,300,9
15,5/11/2018 13:00,1012,24,295,10
14,5/11/2018 14:00,1012,22,290,12
13,5/11/2018 15:00,1012,20,284,13
13,5/11/2018 16:00,1013,20,294,11
14,5/11/2018 17:00,1013,18,304,8
14,5/11/2018 18:00,1014,18,314,6
12,5/11/2018 19:00,1014,18,222,5
11,5/11/2018 20:00,1014,18,129,4
9,5/11/2018 21:00,1014,18,37,3
9,5/11/2018 22:00,1014,16,56,3
10,5/11/2018 23:00,1014,16,74,4
10,6/11/2018 0:00,1013,16,92,4
9,6/11/2018 1:00,1013,16,76,5
9,6/11/2018 2:00,1013,16,60,5
8,6/11/2018 3:00,1014,16,44,5
8,6/11/2018 4:00,1014,16,43,5
7,6/11/2018 5:00,1014,16,43,6
7,6/11/2018 6:00,1015,16,42,6
8,6/11/2018 7:00,1015,20,42,5
9,6/11/2018 8:00,1015,22,42,4
10,6/11/2018 9:00,1015,24,42,3
9,6/11/2018 10:00,1014,24,132,5
8,6/11/2018 11:00,1013,24,223,8
7,6/11/2018 12:00,1012,26,313,10
7,6/11/2018 13:00,1012,24,306,10
6,6/11/2018 14:00,1012,22,299,10
6,6/11/2018 15:00,1012,20,291,10
7,6/11/2018 16:00,1013,20,300,9
7,6/11/2018 17:00,1013,18,308,9
8,6/11/2018 18:00,1014,18,316,8
9,6/11/2018 19:00,1014,18,222,6
10,6/11/2018 20:00,1015,18,128,4
11,6/11/2018 21:00,1015,16,34,3
11,6/11/2018 22:00,1014,16,35,3
10,6/11/2018 23:00,1014,16,37,4
10,7/11/2018 0:00,1014,16,38,5
11,7/11/2018 1:00,1014,16,33,6
12,7/11/2018 2:00,1014,16,27,6
13,7/11/2018 3:00,1014,16,21,6
13,7/11/2018 4:00,1014,16,26,6
13,7/11/2018 5:00,1014,16,31,7
13,7/11/2018 6:00,1015,16,36,8
14,7/11/2018 7:00,1015,18,37,7
15,7/11/2018 8:00,1015,20,38,6
16,7/11/2018 9:00,1015,24,39,6
20,7/11/2018 10:00,1014,24,133,6
23,7/11/2018 11:00,1013,24,228,7
26,7/11/2018 12:00,1012,26,322,7
24,7/11/2018 13:00,1012,24,323,9
22,7/11/2018 14:00,1012,24,324,10
21,7/11/2018 15:00,1012,22,325,12
19,7/11/2018 16:00,1012,22,329,13
18,7/11/2018 17:00,1013,20,333,14
16,7/11/2018 18:00,1014,18,337,15
18,7/11/2018 19:00,1014,18,340,11
19,7/11/2018 20:00,1014,18,343,6
20,7/11/2018 21:00,1015,18,346,2
19,7/11/2018 22:00,1014,18,245,3
18,7/11/2018 23:00,1014,16,143,4
16,8/11/2018 0:00,1013,16,42,5
16,8/11/2018 1:00,1013,16,43,6
15,8/11/2018 2:00,1013,16,45,7
15,8/11/2018 3:00,1013,16,46,7
14,8/11/2018 4:00,1014,16,52,8
13,8/11/2018 5:00,1014,16,57,9
13,8/11/2018 6:00,1015,16,63,10
11,8/11/2018 7:00,1015,20,74,9
9,8/11/2018 8:00,1015,22,86,8
7,8/11/2018 9:00,1015,24,98,8
7,8/11/2018 10:00,1014,24,66,7
7,8/11/2018 11:00,1013,26,34,6
8,8/11/2018 12:00,1013,26,2,5
8,8/11/2018 13:00,1012,24,109,7
8,8/11/2018 14:00,1012,24,215,9
8,8/11/2018 15:00,1012,22,321,11
7,8/11/2018 16:00,1013,22,332,12
7,8/11/2018 17:00,1013,20,344,13
6,8/11/2018 18:00,1014,20,355,14
6,8/11/2018 19:00,1014,18,257,10
7,8/11/2018 20:00,1015,18,159,7
7,8/11/2018 21:00,1015,18,62,4
6,8/11/2018 22:00,1015,16,68,5
6,8/11/2018 23:00,1015,16,75,7
6,9/11/2018 0:00,1015,16,82,8
6,9/11/2018 1:00,1015,16,81,9
5,9/11/2018 2:00,1015,14,81,9
4,9/11/2018 3:00,1014,14,81,10
3,9/11/2018 4:00,1015,16,84,11
3,9/11/2018 5:00,1016,16,87,11
2,9/11/2018 6:00,1016,16,90,12
1,9/11/2018 7:00,1016,20,86,11
1,9/11/2018 8:00,1017,22,81,10
0,9/11/2018 9:00,1017,24,77,9
1,9/11/2018 10:00,1016,24,170,8
3,9/11/2018 11:00,1015,26,263,8
4,9/11/2018 12:00,1014,26,355,7
4,9/11/2018 13:00,1014,24,349,9
3,9/11/2018 14:00,1014,22,342,11
3,9/11/2018 15:00,1014,22,335,13
3,9/11/2018 16:00,1014,20,342,13
2,9/11/2018 17:00,1015,20,348,13
2,9/11/2018 18:00,1015,18,355,13
1,9/11/2018 19:00,1016,18,255,10
1,9/11/2018 20:00,1016,16,154,7
0,9/11/2018 21:00,1016,16,54,4
0,9/11/2018 22:00,1016,16,63,6
0,9/11/2018 23:00,1016,14,73,9
0,10/11/2018 0:00,1015,14,83,11
1,10/11/2018 1:00,1015,14,81,11
2,10/11/2018 2:00,1016,14,79,11
3,10/11/2018 3:00,1016,12,77,10
3,10/11/2018 4:00,1016,14,76,10
3,10/11/2018 5:00,1017,14,75,10
2,10/11/2018 6:00,1017,14,74,10
2,10/11/2018 7:00,1017,18,70,9
1,10/11/2018 8:00,1017,20,65,9
0,10/11/2018 9:00,1018,24,61,8
1,10/11/2018 10:00,1017,24,155,8
2,10/11/2018 11:00,1016,24,248,8
2,10/11/2018 12:00,1015,26,342,8
3,10/11/2018 13:00,1015,24,334,10
3,10/11/2018 14:00,1015,22,325,13
3,10/11/2018 15:00,1015,22,317,15
4,10/11/2018 16:00,1015,20,326,15
4,10/11/2018 17:00,1016,18,335,15
4,10/11/2018 18:00,1016,18,344,15
3,10/11/2018 19:00,1016,16,248,11
2,10/11/2018 20:00,1016,16,151,8
2,10/11/2018 21:00,1017,16,55,4
2,10/11/2018 22:00,1016,14,52,4
2,10/11/2018 23:00,1016,14,49,5
2,11/11/2018 0:00,1015,14,46,5
2,11/11/2018 1:00,1015,14,35,6
3,11/11/2018 2:00,1015,12,25,6
3,11/11/2018 3:00,1015,12,14,6
3,11/11/2018 4:00,1015,12,22,7
3,11/11/2018 5:00,1016,14,30,7
2,11/11/2018 6:00,1016,14,39,8
2,11/11/2018 7:00,1016,16,51,6
2,11/11/2018 8:00,1016,18,64,5
2,11/11/2018 9:00,1016,22,76,3
2,11/11/2018 10:00,1015,22,148,4
2,11/11/2018 11:00,1014,24,219,5
3,11/11/2018 12:00,1014,24,291,6
3,11/11/2018 13:00,1013,22,296,8
3,11/11/2018 14:00,1013,22,301,10
3,11/11/2018 15:00,1013,20,305,12
3,11/11/2018 16:00,1013,18,315,11
3,11/11/2018 17:00,1014,18,325,9
2,11/11/2018 18:00,1014,16,335,8
2,11/11/2018 19:00,1014,16,229,7
2,11/11/2018 20:00,1015,16,123,5
2,11/11/2018 21:00,1015,16,17,4
1,11/11/2018 22:00,1014,14,30,5
1,11/11/2018 23:00,1014,14,42,6
0,12/11/2018 0:00,1014,14,55,7
0,12/11/2018 1:00,1014,14,52,7
1,12/11/2018 2:00,1014,12,49,7
1,12/11/2018 3:00,1013,12,46,7
12,12/11/2018 4:00,1014,12,56,8
22,12/11/2018 5:00,1014,14,65,9
32,12/11/2018 6:00,1015,14,74,10
45,12/11/2018 7:00,1015,16,74,8
57,12/11/2018 8:00,1015,20,74,6
70,12/11/2018 9:00,1015,22,74,4
74,12/11/2018 10:00,1014,22,154,5
78,12/11/2018 11:00,1013,24,234,6
82,12/11/2018 12:00,1012,24,314,6
69,12/11/2018 13:00,1012,22,316,8
56,12/11/2018 14:00,1011,22,317,10
43,12/11/2018 15:00,1011,20,319,11
33,12/11/2018 16:00,1012,20,327,12
24,12/11/2018 17:00,1012,18,335,12
14,12/11/2018 18:00,1013,16,342,13
11,12/11/2018 19:00,1013,16,242,10
7,12/11/2018 20:00,1013,16,142,6
4,12/11/2018 21:00,1014,14,42,3
3,12/11/2018 22:00,1013,14,51,4
3,12/11/2018 23:00,1013,14,60,5
2,13/11/2018 0:00,1013,14,69,6
2,13/11/2018 1:00,1013,12,75,7
2,13/11/2018 2:00,1012,12,81,9
2,13/11/2018 3:00,1012,12,87,10
1,13/11/2018 4:00,1013,12,90,11
1,13/11/2018 5:00,1013,12,92,12
0,13/11/2018 6:00,1014,14,95,13
0,13/11/2018 7:00,1014,16,99,12
0,13/11/2018 8:00,1014,18,102,10
0,13/11/2018 9:00,1015,22,106,8
0,13/11/2018 10:00,1014,22,153,6
0,13/11/2018 11:00,1013,24,200,4
0,13/11/2018 12:00,1013,24,248,2
0,13/11/2018 13:00,1013,22,264,5
0,13/11/2018 14:00,1013,22,281,8
0,13/11/2018 15:00,1012,20,298,10
0,13/11/2018 16:00,1013,18,311,11
1,13/11/2018 17:00,1013,18,324,11
1,13/11/2018 18:00,1014,16,337,11
3,13/11/2018 19:00,1014,16,235,9
6,13/11/2018 20:00,1014,14,132,7
9,13/11/2018 21:00,1014,14,29,4
9,13/11/2018 22:00,1014,14,40,5
10,13/11/2018 23:00,1014,14,52,6
11,14/11/2018 0:00,1013,12,63,6
9,14/11/2018 1:00,1014,12,72,7
8,14/11/2018 2:00,1014,12,80,8
7,14/11/2018 3:00,1014,10,88,9
7,14/11/2018 4:00,1014,12,84,9
6,14/11/2018 5:00,1014,12,80,9
6,14/11/2018 6:00,1015,12,76,10
8,14/11/2018 7:00,1015,16,82,9
9,14/11/2018 8:00,1015,18,87,8
11,14/11/2018 9:00,1016,22,93,7
12,14/11/2018 10:00,1015,22,165,6
14,14/11/2018 11:00,1014,22,236,6
15,14/11/2018 12:00,1013,24,307,5
16,14/11/2018 13:00,1013,22,309,6
18,14/11/2018 14:00,1013,20,310,7
19,14/11/2018 15:00,1013,20,311,9
14,14/11/2018 16:00,1013,18,320,9
8,14/11/2018 17:00,1014,18,329,9
3,14/11/2018 18:00,1014,16,337,9
19,14/11/2018 19:00,1015,16,236,7
35,14/11/2018 20:00,1015,14,134,4
51,14/11/2018 21:00,1015,14,33,2
57,14/11/2018 22:00,1015,14,53,3
64,14/11/2018 23:00,1015,12,73,4
70,15/11/2018 0:00,1015,12,93,5
57,15/11/2018 1:00,1015,12,84,6
45,15/11/2018 2:00,1015,10,75,6
32,15/11/2018 3:00,1015,10,66,6
25,15/11/2018 4:00,1016,10,70,8
19,15/11/2018 5:00,1016,12,73,9
12,15/11/2018 6:00,1016,12,77,11
10,15/11/2018 7:00,1017,14,82,10
8,15/11/2018 8:00,1017,18,88,10
7,15/11/2018 9:00,1017,20,93,10
7,15/11/2018 10:00,1016,22,73,7
8,15/11/2018 11:00,1015,22,52,5
8,15/11/2018 12:00,1014,24,32,3
8,15/11/2018 13:00,1014,22,130,6
7,15/11/2018 14:00,1014,20,227,9
6,15/11/2018 15:00,1014,20,325,12
4,15/11/2018 16:00,1014,18,334,12
3,15/11/2018 17:00,1015,16,343,13
1,15/11/2018 18:00,1015,16,352,14
2,15/11/2018 19:00,1015,14,240,11
4,15/11/2018 20:00,1016,14,127,8
5,15/11/2018 21:00,1016,14,15,5
7,15/11/2018 22:00,1016,12,35,5
8,15/11/2018 23:00,1016,12,55,6
9,16/11/2018 0:00,1016,12,75,6
9,16/11/2018 1:00,1015,12,74,8
8,16/11/2018 2:00,1015,10,74,9
7,16/11/2018 3:00,1015,10,73,11
7,16/11/2018 4:00,1016,12,75,11
7,16/11/2018 5:00,1016,12,76,11
6,16/11/2018 6:00,1017,12,77,12
5,16/11/2018 7:00,1017,16,81,10
4,16/11/2018 8:00,1017,18,86,9
3,16/11/2018 9:00,1017,20,90,8
2,16/11/2018 10:00,1016,22,61,7
1,16/11/2018 11:00,1015,22,31,7
0,16/11/2018 12:00,1014,24,2,6
0,16/11/2018 13:00,1014,22,112,7
1,16/11/2018 14:00,1014,20,221,9
1,16/11/2018 15:00,1013,18,331,10
3,16/11/2018 16:00,1014,18,337,11
5,16/11/2018 17:00,1014,16,343,12
7,16/11/2018 18:00,1015,16,348,13
7,16/11/2018 19:00,1015,14,239,10
7,16/11/2018 20:00,1015,14,129,8
7,16/11/2018 21:00,1015,12,20,5
9,16/11/2018 22:00,1015,14,21,7
10,16/11/2018 23:00,1015,16,22,8
11,17/11/2018 0:00,1014,18,22,10
18,17/11/2018 1:00,1014,14,35,10
25,17/11/2018 2:00,1014,12,48,11
32,17/11/2018 3:00,1014,10,62,11
46,17/11/2018 4:00,1014,10,66,11
60,17/11/2018 5:00,1014,10,70,11
74,17/11/2018 6:00,1015,10,74,11
75,17/11/2018 7:00,1015,14,78,10
76,17/11/2018 8:00,1015,16,82,9
76,17/11/2018 9:00,1014,18,86,7
76,17/11/2018 10:00,1014,20,65,6
75,17/11/2018 11:00,1013,20,45,5
74,17/11/2018 12:00,1012,22,25,4
75,17/11/2018 13:00,1012,20,134,6
76,17/11/2018 14:00,1011,18,243,7
77,17/11/2018 15:00,1011,18,352,9
77,17/11/2018 16:00,1011,16,353,9
77,17/11/2018 17:00,1012,16,354,10
77,17/11/2018 18:00,1012,16,355,11
62,17/11/2018 19:00,1012,14,246,9
47,17/11/2018 20:00,1012,14,138,7
32,17/11/2018 21:00,1012,12,29,5
28,17/11/2018 22:00,1012,12,46,6
24,17/11/2018 23:00,1012,12,63,6
19,18/11/2018 0:00,1012,10,80,6
20,18/11/2018 1:00,1011,10,83,7
21,18/11/2018 2:00,1011,10,87,7
22,18/11/2018 3:00,1011,8,90,8
33,18/11/2018 4:00,1012,10,91,8
45,18/11/2018 5:00,1012,10,92,9
57,18/11/2018 6:00,1012,10,93,9
48,18/11/2018 7:00,1012,12,106,8
38,18/11/2018 8:00,1013,16,118,8
29,18/11/2018 9:00,1013,18,131,7
34,18/11/2018 10:00,1012,18,173,7
39,18/11/2018 11:00,1011,20,215,7
44,18/11/2018 12:00,1010,20,257,7
55,18/11/2018 13:00,1010,20,269,7
66,18/11/2018 14:00,1010,18,281,8
77,18/11/2018 15:00,1010,16,292,9
78,18/11/2018 16:00,1010,16,299,9
78,18/11/2018 17:00,1011,16,305,9
78,18/11/2018 18:00,1011,14,311,9
77,18/11/2018 19:00,1012,14,214,8
77,18/11/2018 20:00,1012,14,117,7
76,18/11/2018 21:00,1012,12,20,5
76,18/11/2018 22:00,1012,12,25,6
76,18/11/2018 23:00,1012,12,30,6
76,19/11/2018 0:00,1012,12,35,6
53,19/11/2018 1:00,1012,12,43,6
29,19/11/2018 2:00,1012,10,50,6
6,19/11/2018 3:00,1012,10,58,6
15,19/11/2018 4:00,1012,10,63,7
24,19/11/2018 5:00,1013,10,68,7
33,19/11/2018 6:00,1013,12,73,8
32,19/11/2018 7:00,1013,14,84,8
32,19/11/2018 8:00,1013,16,95,8
32,19/11/2018 9:00,1013,18,107,8
32,19/11/2018 10:00,1013,20,167,7
33,19/11/2018 11:00,1012,20,228,6
34,19/11/2018 12:00,1011,22,289,6
24,19/11/2018 13:00,1011,20,293,7
14,19/11/2018 14:00,1011,18,297,8
4,19/11/2018 15:00,1010,18,301,10
4,19/11/2018 16:00,1011,16,309,10
4,19/11/2018 17:00,1012,16,318,11
4,19/11/2018 18:00,1012,14,327,12
5,19/11/2018 19:00,1013,14,233,9
5,19/11/2018 20:00,1013,14,139,7
5,19/11/2018 21:00,1013,14,46,4
6,19/11/2018 22:00,1013,12,49,5
6,19/11/2018 23:00,1013,12,53,5
6,20/11/2018 0:00,1013,12,56,6
6,20/11/2018 1:00,1013,12,60,7
6,20/11/2018 2:00,1013,10,64,7
5,20/11/2018 3:00,1013,10,67,8
5,20/11/2018 4:00,1013,10,70,9
5,20/11/2018 5:00,1014,12,73,9
4,20/11/2018 6:00,1014,12,76,10
4,20/11/2018 7:00,1014,14,86,9
4,20/11/2018 8:00,1014,18,95,8
4,20/11/2018 9:00,1014,20,104,7
5,20/11/2018 10:00,1014,20,166,7
7,20/11/2018 11:00,1013,22,228,6
8,20/11/2018 12:00,1012,22,290,5
7,20/11/2018 13:00,1012,20,294,6
7,20/11/2018 14:00,1012,20,299,7
6,20/11/2018 15:00,1012,18,303,7
8,20/11/2018 16:00,1013,18,308,8
9,20/11/2018 17:00,1013,16,314,9
10,20/11/2018 18:00,1014,16,320,10
10,20/11/2018 19:00,1014,16,217,10
10,20/11/2018 20:00,1014,14,114,9
11,20/11/2018 21:00,1014,14,12,9
10,20/11/2018 22:00,1014,14,22,9
9,20/11/2018 23:00,1014,14,32,9
8,21/11/2018 0:00,1013,12,42,9
9,21/11/2018 1:00,1013,12,42,9
10,21/11/2018 2:00,1013,12,42,8
10,21/11/2018 3:00,1013,12,41,8
12,21/11/2018 4:00,1013,12,41,8
13,21/11/2018 5:00,1014,12,42,9
14,21/11/2018 6:00,1014,12,42,9
11,21/11/2018 7:00,1014,16,35,7
7,21/11/2018 8:00,1014,18,28,6
4,21/11/2018 9:00,1014,20,21,4
4,21/11/2018 10:00,1013,22,116,6
4,21/11/2018 11:00,1012,22,211,9
3,21/11/2018 12:00,1011,22,306,12
2,21/11/2018 13:00,1011,20,309,11
1,21/11/2018 14:00,1011,20,311,11
0,21/11/2018 15:00,1011,18,314,10
1,21/11/2018 16:00,1011,18,321,10
1,21/11/2018 17:00,1012,16,329,11
2,21/11/2018 18:00,1012,16,336,11
1,21/11/2018 19:00,1012,14,227,9
1,21/11/2018 20:00,1012,14,118,8
0,21/11/2018 21:00,1013,14,9,6
0,21/11/2018 22:00,1012,14,17,6
0,21/11/2018 23:00,1012,12,24,6
0,22/11/2018 0:00,1012,12,32,6
0,22/11/2018 1:00,1012,12,32,7
0,22/11/2018 2:00,1012,10,32,7
0,22/11/2018 3:00,1011,10,32,8
0,22/11/2018 4:00,1012,10,34,7
0,22/11/2018 5:00,1012,12,35,7
0,22/11/2018 6:00,1013,12,37,7
0,22/11/2018 7:00,1013,14,27,7
0,22/11/2018 8:00,1013,18,16,7
0,22/11/2018 9:00,1013,20,6,6
0,22/11/2018 10:00,1012,20,108,9
0,22/11/2018 11:00,1011,20,211,11
0,22/11/2018 12:00,1010,22,313,13
0,22/11/2018 13:00,1010,20,320,13
0,22/11/2018 14:00,1010,18,327,13
0,22/11/2018 15:00,1010,18,334,14
1,22/11/2018 16:00,1011,16,340,13
2,22/11/2018 17:00,1011,16,347,12
3,22/11/2018 18:00,1012,14,354,12
3,22/11/2018 19:00,1012,14,240,10
